task,scenario,accuracy,epoch_samples_per_second_min,samples_per_second,epoch_samples_per_second_max,cpu_type,accelerator_type,submitter,input_resolution,benchmark_model
Image Classification,Offline,62.49,399.6501799,399.6501799,399.6501799,Qualcomm Kryo 670 (Rubik Pi3),Qualcomm QCS6490,useOpenMP,inputResolution:416,mobilenetv2_w1_0
Image Classification,Offline,76.68,79.89182059,79.89182059,79.89182059,Qualcomm Kryo 670 (Rubik Pi3),Qualcomm QCS6490,useOpenMP,inputResolution:400,resnet101_w1_0
Image Classification,Offline,73.41,131.0582088,131.0582088,131.0582088,Qualcomm Kryo 670 (Rubik Pi3),Qualcomm QCS6490,useOpenMP,inputResolution:400,resnet50_w1_0
Image Classification,Offline,62.9,420.597728,420.597728,420.597728,Qualcomm Kryo 670 (Rubik Pi3),Qualcomm QCS6490,useOpenMP,inputResolution:400,mobilenetv2_w1_0
Image Classification,Offline,76.93,115.5778036,115.5778036,115.5778036,Qualcomm Kryo 670 (Rubik Pi3),Qualcomm QCS6490,useOpenMP,inputResolution:384,resnet101_w1_0
Image Classification,Offline,74.24,177.6384079,177.6384079,177.6384079,Qualcomm Kryo 670 (Rubik Pi3),Qualcomm QCS6490,useOpenMP,inputResolution:384,resnet50_w1_0
Image Classification,Offline,64.13,481.544667,481.544667,481.544667,Qualcomm Kryo 670 (Rubik Pi3),Qualcomm QCS6490,useOpenMP,inputResolution:384,mobilenetv2_w1_0
Image Classification,Offline,77.42,116.3812283,116.3812283,116.3812283,Qualcomm Kryo 670 (Rubik Pi3),Qualcomm QCS6490,useOpenMP,inputResolution:368,resnet101_w1_0
Image Classification,Offline,74.47,182.3256774,182.3256774,182.3256774,Qualcomm Kryo 670 (Rubik Pi3),Qualcomm QCS6490,useOpenMP,inputResolution:368,resnet50_w1_0
Image Classification,Offline,64.17,458.4678771,458.4678771,458.4678771,Qualcomm Kryo 670 (Rubik Pi3),Qualcomm QCS6490,useOpenMP,inputResolution:368,mobilenetv2_w1_0
Image Classification,Offline,77.34,120.2324998,120.2324998,120.2324998,Qualcomm Kryo 670 (Rubik Pi3),Qualcomm QCS6490,useOpenMP,inputResolution:352,resnet101_w1_0
Image Classification,Offline,74.97,191.3517159,191.3517159,191.3517159,Qualcomm Kryo 670 (Rubik Pi3),Qualcomm QCS6490,useOpenMP,inputResolution:352,resnet50_w1_0
Image Classification,Offline,65.33,513.124492,513.124492,513.124492,Qualcomm Kryo 670 (Rubik Pi3),Qualcomm QCS6490,useOpenMP,inputResolution:352,mobilenetv2_w1_0
Image Classification,Offline,77.66,117.6471014,117.6471014,117.6471014,Qualcomm Kryo 670 (Rubik Pi3),Qualcomm QCS6490,useOpenMP,inputResolution:336,resnet101_w1_0
Image Classification,Offline,74.6,178.6698101,178.6698101,178.6698101,Qualcomm Kryo 670 (Rubik Pi3),Qualcomm QCS6490,useOpenMP,inputResolution:336,resnet50_w1_0
Image Classification,Offline,64.92,556.0971121,556.0971121,556.0971121,Qualcomm Kryo 670 (Rubik Pi3),Qualcomm QCS6490,useOpenMP,inputResolution:336,mobilenetv2_w1_0
Image Classification,Offline,77.97,131.666773,131.666773,131.666773,Qualcomm Kryo 670 (Rubik Pi3),Qualcomm QCS6490,useOpenMP,inputResolution:320,resnet101_w1_0
Image Classification,Offline,75.54,206.546419,206.546419,206.546419,Qualcomm Kryo 670 (Rubik Pi3),Qualcomm QCS6490,useOpenMP,inputResolution:320,resnet50_w1_0
Image Classification,Offline,66.03,571.7977738,571.7977738,571.7977738,Qualcomm Kryo 670 (Rubik Pi3),Qualcomm QCS6490,useOpenMP,inputResolution:320,mobilenetv2_w1_0
Image Classification,Offline,77.87,130.3357717,130.3357717,130.3357717,Qualcomm Kryo 670 (Rubik Pi3),Qualcomm QCS6490,useOpenMP,inputResolution:304,resnet101_w1_0
Image Classification,Offline,75.42,207.9750978,207.9750978,207.9750978,Qualcomm Kryo 670 (Rubik Pi3),Qualcomm QCS6490,useOpenMP,inputResolution:304,resnet50_w1_0
Image Classification,Offline,66.25,610.9196842,610.9196842,610.9196842,Qualcomm Kryo 670 (Rubik Pi3),Qualcomm QCS6490,useOpenMP,inputResolution:304,mobilenetv2_w1_0
Image Classification,Offline,78.22,136.6994998,136.6994998,136.6994998,Qualcomm Kryo 670 (Rubik Pi3),Qualcomm QCS6490,useOpenMP,inputResolution:288,resnet101_w1_0
Image Classification,Offline,75.67,224.8773461,224.8773461,224.8773461,Qualcomm Kryo 670 (Rubik Pi3),Qualcomm QCS6490,useOpenMP,inputResolution:288,resnet50_w1_0
Image Classification,Offline,67.05,671.1794526,671.1794526,671.1794526,Qualcomm Kryo 670 (Rubik Pi3),Qualcomm QCS6490,useOpenMP,inputResolution:288,mobilenetv2_w1_0
Image Classification,Offline,78.3,140.5428492,140.5428492,140.5428492,Qualcomm Kryo 670 (Rubik Pi3),Qualcomm QCS6490,useOpenMP,inputResolution:272,resnet101_w1_0
Image Classification,Offline,75.87,232.3390302,232.3390302,232.3390302,Qualcomm Kryo 670 (Rubik Pi3),Qualcomm QCS6490,useOpenMP,inputResolution:272,resnet50_w1_0
Image Classification,Offline,66.32,674.7776972,674.7776972,674.7776972,Qualcomm Kryo 670 (Rubik Pi3),Qualcomm QCS6490,useOpenMP,inputResolution:272,mobilenetv2_w1_0
Image Classification,Offline,78.41,205.8402315,205.8402315,205.8402315,Qualcomm Kryo 670 (Rubik Pi3),Qualcomm QCS6490,useOpenMP,inputResolution:256,resnet101_w1_0
Image Classification,Offline,75.75,308.9269113,308.9269113,308.9269113,Qualcomm Kryo 670 (Rubik Pi3),Qualcomm QCS6490,useOpenMP,inputResolution:256,resnet50_w1_0
Image Classification,Offline,67.12,745.7361442,745.7361442,745.7361442,Qualcomm Kryo 670 (Rubik Pi3),Qualcomm QCS6490,useOpenMP,inputResolution:256,mobilenetv2_w1_0
Image Classification,Offline,78.37,225.4091046,225.4091046,225.4091046,Qualcomm Kryo 670 (Rubik Pi3),Qualcomm QCS6490,useOpenMP,inputResolution:240,resnet101_w1_0
Image Classification,Offline,75.77,329.9604404,329.9604404,329.9604404,Qualcomm Kryo 670 (Rubik Pi3),Qualcomm QCS6490,useOpenMP,inputResolution:240,resnet50_w1_0
Image Classification,Offline,66.63,851.1592018,851.1592018,851.1592018,Qualcomm Kryo 670 (Rubik Pi3),Qualcomm QCS6490,useOpenMP,inputResolution:240,mobilenetv2_w1_0
Image Classification,Offline,79.26,220.3448044,220.3448044,220.3448044,Qualcomm Kryo 670 (Rubik Pi3),Qualcomm QCS6490,useOpenMP,inputResolution:224,resnet101_w1_0
Image Classification,Offline,76.62,329.2726265,329.2726265,329.2726265,Qualcomm Kryo 670 (Rubik Pi3),Qualcomm QCS6490,useOpenMP,inputResolution:224,resnet50_w1_0
Image Classification,Offline,68.14,814.9153347,814.9153347,814.9153347,Qualcomm Kryo 670 (Rubik Pi3),Qualcomm QCS6490,useOpenMP,inputResolution:224,mobilenetv2_w1_0
Image Classification,Offline,77.75,241.9636477,241.9636477,241.9636477,Qualcomm Kryo 670 (Rubik Pi3),Qualcomm QCS6490,useOpenMP,inputResolution:208,resnet101_w1_0
Image Classification,Offline,75.07,357.018697,357.018697,357.018697,Qualcomm Kryo 670 (Rubik Pi3),Qualcomm QCS6490,useOpenMP,inputResolution:208,resnet50_w1_0
Image Classification,Offline,65.31,972.2626448,972.2626448,972.2626448,Qualcomm Kryo 670 (Rubik Pi3),Qualcomm QCS6490,useOpenMP,inputResolution:208,mobilenetv2_w1_0
Image Classification,Offline,76.91,251.9534931,251.9534931,251.9534931,Qualcomm Kryo 670 (Rubik Pi3),Qualcomm QCS6490,useOpenMP,inputResolution:192,resnet101_w1_0
Image Classification,Offline,74.54,403.7432449,403.7432449,403.7432449,Qualcomm Kryo 670 (Rubik Pi3),Qualcomm QCS6490,useOpenMP,inputResolution:192,resnet50_w1_0
Image Classification,Offline,64.89,1037.370436,1037.370436,1037.370436,Qualcomm Kryo 670 (Rubik Pi3),Qualcomm QCS6490,useOpenMP,inputResolution:192,mobilenetv2_w1_0
Image Classification,Offline,76.26,249.4357346,249.4357346,249.4357346,Qualcomm Kryo 670 (Rubik Pi3),Qualcomm QCS6490,useOpenMP,inputResolution:176,resnet101_w1_0
Image Classification,Offline,73.29,390.9086304,390.9086304,390.9086304,Qualcomm Kryo 670 (Rubik Pi3),Qualcomm QCS6490,useOpenMP,inputResolution:176,resnet50_w1_0
Image Classification,Offline,64.17,1050.776028,1050.776028,1050.776028,Qualcomm Kryo 670 (Rubik Pi3),Qualcomm QCS6490,useOpenMP,inputResolution:176,mobilenetv2_w1_0
Image Classification,Offline,74.66,250.6932305,250.6932305,250.6932305,Qualcomm Kryo 670 (Rubik Pi3),Qualcomm QCS6490,useOpenMP,inputResolution:160,resnet101_w1_0
Image Classification,Offline,72.04,397.5774937,397.5774937,397.5774937,Qualcomm Kryo 670 (Rubik Pi3),Qualcomm QCS6490,useOpenMP,inputResolution:160,resnet50_w1_0
Image Classification,Offline,61.43,1005.870142,1005.870142,1005.870142,Qualcomm Kryo 670 (Rubik Pi3),Qualcomm QCS6490,useOpenMP,inputResolution:160,mobilenetv2_w1_0
Image Classification,Offline,72.6,182.0797023,182.0797023,182.0797023,Qualcomm Kryo 670 (Rubik Pi3),Qualcomm QCS6490,useOpenMP,inputResolution:144,resnet101_w1_0
Image Classification,Offline,69.97,291.5557471,291.5557471,291.5557471,Qualcomm Kryo 670 (Rubik Pi3),Qualcomm QCS6490,useOpenMP,inputResolution:144,resnet50_w1_0
Image Classification,Offline,58.44,638.7313384,638.7313384,638.7313384,Qualcomm Kryo 670 (Rubik Pi3),Qualcomm QCS6490,useOpenMP,inputResolution:144,mobilenetv2_w1_0
Image Classification,Offline,69.74,208.0611145,208.0611145,208.0611145,Qualcomm Kryo 670 (Rubik Pi3),Qualcomm QCS6490,useOpenMP,inputResolution:128,resnet101_w1_0
Image Classification,Offline,66.41,309.2967585,309.2967585,309.2967585,Qualcomm Kryo 670 (Rubik Pi3),Qualcomm QCS6490,useOpenMP,inputResolution:128,resnet50_w1_0
Image Classification,Offline,54.08,682.8910818,682.8910818,682.8910818,Qualcomm Kryo 670 (Rubik Pi3),Qualcomm QCS6490,useOpenMP,inputResolution:128,mobilenetv2_w1_0
Image Classification,Offline,65.02,207.4252043,207.4252043,207.4252043,Qualcomm Kryo 670 (Rubik Pi3),Qualcomm QCS6490,useOpenMP,inputResolution:112,resnet101_w1_0
Image Classification,Offline,62.33,296.4150191,296.4150191,296.4150191,Qualcomm Kryo 670 (Rubik Pi3),Qualcomm QCS6490,useOpenMP,inputResolution:112,resnet50_w1_0
Image Classification,Offline,48.09,601.7427525,601.7427525,601.7427525,Qualcomm Kryo 670 (Rubik Pi3),Qualcomm QCS6490,useOpenMP,inputResolution:112,mobilenetv2_w1_0
Image Classification,Offline,56.76,205.3554703,205.3554703,205.3554703,Qualcomm Kryo 670 (Rubik Pi3),Qualcomm QCS6490,useOpenMP,inputResolution:96,resnet101_w1_0
Image Classification,Offline,54.09,309.1056327,309.1056327,309.1056327,Qualcomm Kryo 670 (Rubik Pi3),Qualcomm QCS6490,useOpenMP,inputResolution:96,resnet50_w1_0
Image Classification,Offline,39.36,665.1312323,665.1312323,665.1312323,Qualcomm Kryo 670 (Rubik Pi3),Qualcomm QCS6490,useOpenMP,inputResolution:96,mobilenetv2_w1_0
Image Classification,Offline,46.76,210.6379716,210.6379716,210.6379716,Qualcomm Kryo 670 (Rubik Pi3),Qualcomm QCS6490,useOpenMP,inputResolution:80,resnet101_w1_0
Image Classification,Offline,43.72,306.109658,306.109658,306.109658,Qualcomm Kryo 670 (Rubik Pi3),Qualcomm QCS6490,useOpenMP,inputResolution:80,resnet50_w1_0
Image Classification,Offline,29.37,620.2897481,620.2897481,620.2897481,Qualcomm Kryo 670 (Rubik Pi3),Qualcomm QCS6490,useOpenMP,inputResolution:80,mobilenetv2_w1_0
Image Classification,Offline,31.49,214.5907938,214.5907938,214.5907938,Qualcomm Kryo 670 (Rubik Pi3),Qualcomm QCS6490,useOpenMP,inputResolution:64,resnet101_w1_0
Image Classification,Offline,28.94,314.1551162,314.1551162,314.1551162,Qualcomm Kryo 670 (Rubik Pi3),Qualcomm QCS6490,useOpenMP,inputResolution:64,resnet50_w1_0
Image Classification,Offline,16.4,628.8789989,628.8789989,628.8789989,Qualcomm Kryo 670 (Rubik Pi3),Qualcomm QCS6490,useOpenMP,inputResolution:64,mobilenetv2_w1_0
Image Classification,Offline,15.94,213.8529993,213.8529993,213.8529993,Qualcomm Kryo 670 (Rubik Pi3),Qualcomm QCS6490,useOpenMP,inputResolution:48,resnet101_w1_0
Image Classification,Offline,13.72,314.4853619,314.4853619,314.4853619,Qualcomm Kryo 670 (Rubik Pi3),Qualcomm QCS6490,useOpenMP,inputResolution:48,resnet50_w1_0
Image Classification,Offline,6.84,703.6891924,703.6891924,703.6891924,Qualcomm Kryo 670 (Rubik Pi3),Qualcomm QCS6490,useOpenMP,inputResolution:48,mobilenetv2_w1_0
Image Classification,Offline,74.21,375.8179434,388.8672004,395.6301185,INTEL(R) XEON(R) GOLD 6544Y,RTX PRO 6000 Max-Q,CUDA 13.0 + cuDNN 9.1.0 + ONNX Runtime 1.19.2 + maxBatchSize (32) + RAMChunk (996) + inputResolution (448),inputResolution:448,resnet101_w1_0
Image Classification,Offline,72.05,542.5083424,550.9599579,555.2350138,INTEL(R) XEON(R) GOLD 6544Y,RTX PRO 6000 Max-Q,CUDA 13.0 + cuDNN 9.1.0 + ONNX Runtime 1.19.2 + maxBatchSize (32) + RAMChunk (996) + inputResolution (448),inputResolution:448,resnet50_w1_0
Image Classification,Offline,59.46,916.8971331,1004.692149,1048.607574,INTEL(R) XEON(R) GOLD 6544Y,RTX PRO 6000 Max-Q,CUDA 13.0 + cuDNN 9.1.0 + ONNX Runtime 1.19.2 + maxBatchSize (32) + RAMChunk (996) + inputResolution (448),inputResolution:448,mobilenetv2_w1_0
Image Classification,Offline,74.86,414.6716342,421.5256887,427.6480185,INTEL(R) XEON(R) GOLD 6544Y,RTX PRO 6000 Max-Q,CUDA 13.0 + cuDNN 9.1.0 + ONNX Runtime 1.19.2 + maxBatchSize (32) + RAMChunk (996) + inputResolution (432),inputResolution:432,resnet101_w1_0
Image Classification,Offline,72.64,609.9510051,621.8474394,637.5494917,INTEL(R) XEON(R) GOLD 6544Y,RTX PRO 6000 Max-Q,CUDA 13.0 + cuDNN 9.1.0 + ONNX Runtime 1.19.2 + maxBatchSize (32) + RAMChunk (996) + inputResolution (432),inputResolution:432,resnet50_w1_0
Image Classification,Offline,59.54,1147.125643,1247.574005,1297.855289,INTEL(R) XEON(R) GOLD 6544Y,RTX PRO 6000 Max-Q,CUDA 13.0 + cuDNN 9.1.0 + ONNX Runtime 1.19.2 + maxBatchSize (32) + RAMChunk (996) + inputResolution (432),inputResolution:432,mobilenetv2_w1_0
Image Classification,Offline,75.53,462.5759954,474.1204964,480.5766405,INTEL(R) XEON(R) GOLD 6544Y,RTX PRO 6000 Max-Q,CUDA 13.0 + cuDNN 9.1.0 + ONNX Runtime 1.19.2 + maxBatchSize (32) + RAMChunk (996) + inputResolution (416),inputResolution:416,resnet101_w1_0
Image Classification,Offline,73.21,674.5237594,686.7520314,693.5851068,INTEL(R) XEON(R) GOLD 6544Y,RTX PRO 6000 Max-Q,CUDA 13.0 + cuDNN 9.1.0 + ONNX Runtime 1.19.2 + maxBatchSize (32) + RAMChunk (996) + inputResolution (416),inputResolution:416,resnet50_w1_0
Image Classification,Offline,61.12,1259.089181,1357.114863,1406.279765,INTEL(R) XEON(R) GOLD 6544Y,RTX PRO 6000 Max-Q,CUDA 13.0 + cuDNN 9.1.0 + ONNX Runtime 1.19.2 + maxBatchSize (32) + RAMChunk (996) + inputResolution (416),inputResolution:416,mobilenetv2_w1_0
Image Classification,Offline,76.07,483.5868128,495.7116883,508.1109081,INTEL(R) XEON(R) GOLD 6544Y,RTX PRO 6000 Max-Q,CUDA 13.0 + cuDNN 9.1.0 + ONNX Runtime 1.19.2 + maxBatchSize (32) + RAMChunk (996) + inputResolution (400),inputResolution:400,resnet101_w1_0
Image Classification,Offline,73.46,689.8892184,709.277209,720.6755548,INTEL(R) XEON(R) GOLD 6544Y,RTX PRO 6000 Max-Q,CUDA 13.0 + cuDNN 9.1.0 + ONNX Runtime 1.19.2 + maxBatchSize (32) + RAMChunk (996) + inputResolution (400),inputResolution:400,resnet50_w1_0
Image Classification,Offline,61.6,1339.963311,1454.311734,1511.613241,INTEL(R) XEON(R) GOLD 6544Y,RTX PRO 6000 Max-Q,CUDA 13.0 + cuDNN 9.1.0 + ONNX Runtime 1.19.2 + maxBatchSize (32) + RAMChunk (996) + inputResolution (400),inputResolution:400,mobilenetv2_w1_0
Image Classification,Offline,76.37,510.3671634,523.3456113,530.5243475,INTEL(R) XEON(R) GOLD 6544Y,RTX PRO 6000 Max-Q,CUDA 13.0 + cuDNN 9.1.0 + ONNX Runtime 1.19.2 + maxBatchSize (32) + RAMChunk (996) + inputResolution (384),inputResolution:384,resnet101_w1_0
Image Classification,Offline,74.22,699.6303719,713.8107623,721.2372258,INTEL(R) XEON(R) GOLD 6544Y,RTX PRO 6000 Max-Q,CUDA 13.0 + cuDNN 9.1.0 + ONNX Runtime 1.19.2 + maxBatchSize (32) + RAMChunk (996) + inputResolution (384),inputResolution:384,resnet50_w1_0
Image Classification,Offline,63.23,1141.952651,1245.425769,1297.269135,INTEL(R) XEON(R) GOLD 6544Y,RTX PRO 6000 Max-Q,CUDA 13.0 + cuDNN 9.1.0 + ONNX Runtime 1.19.2 + maxBatchSize (32) + RAMChunk (996) + inputResolution (384),inputResolution:384,mobilenetv2_w1_0
Image Classification,Offline,76.91,556.9698076,572.9012005,582.216743,INTEL(R) XEON(R) GOLD 6544Y,RTX PRO 6000 Max-Q,CUDA 13.0 + cuDNN 9.1.0 + ONNX Runtime 1.19.2 + maxBatchSize (32) + RAMChunk (996) + inputResolution (368),inputResolution:368,resnet101_w1_0
Image Classification,Offline,74.25,798.5580978,816.6238513,827.199921,INTEL(R) XEON(R) GOLD 6544Y,RTX PRO 6000 Max-Q,CUDA 13.0 + cuDNN 9.1.0 + ONNX Runtime 1.19.2 + maxBatchSize (32) + RAMChunk (996) + inputResolution (368),inputResolution:368,resnet50_w1_0
Image Classification,Offline,63.57,1397.645997,1525.193451,1589.660798,INTEL(R) XEON(R) GOLD 6544Y,RTX PRO 6000 Max-Q,CUDA 13.0 + cuDNN 9.1.0 + ONNX Runtime 1.19.2 + maxBatchSize (32) + RAMChunk (996) + inputResolution (368),inputResolution:368,mobilenetv2_w1_0
Image Classification,Offline,76.95,609.0600915,628.2412723,638.2246178,INTEL(R) XEON(R) GOLD 6544Y,RTX PRO 6000 Max-Q,CUDA 13.0 + cuDNN 9.1.0 + ONNX Runtime 1.19.2 + maxBatchSize (32) + RAMChunk (996) + inputResolution (352),inputResolution:352,resnet101_w1_0
Image Classification,Offline,75.17,888.0921747,903.6958618,911.8942456,INTEL(R) XEON(R) GOLD 6544Y,RTX PRO 6000 Max-Q,CUDA 13.0 + cuDNN 9.1.0 + ONNX Runtime 1.19.2 + maxBatchSize (32) + RAMChunk (996) + inputResolution (352),inputResolution:352,resnet50_w1_0
Image Classification,Offline,65.04,1565.076201,1711.580038,1790.973227,INTEL(R) XEON(R) GOLD 6544Y,RTX PRO 6000 Max-Q,CUDA 13.0 + cuDNN 9.1.0 + ONNX Runtime 1.19.2 + maxBatchSize (32) + RAMChunk (996) + inputResolution (352),inputResolution:352,mobilenetv2_w1_0
Image Classification,Offline,77.49,623.5061996,651.350417,665.4454052,INTEL(R) XEON(R) GOLD 6544Y,RTX PRO 6000 Max-Q,CUDA 13.0 + cuDNN 9.1.0 + ONNX Runtime 1.19.2 + maxBatchSize (32) + RAMChunk (996) + inputResolution (336),inputResolution:336,resnet101_w1_0
Image Classification,Offline,75.02,886.9493977,923.1558558,942.8491538,INTEL(R) XEON(R) GOLD 6544Y,RTX PRO 6000 Max-Q,CUDA 13.0 + cuDNN 9.1.0 + ONNX Runtime 1.19.2 + maxBatchSize (32) + RAMChunk (996) + inputResolution (336),inputResolution:336,resnet50_w1_0
Image Classification,Offline,64.63,1452.614776,1587.616534,1743.337589,INTEL(R) XEON(R) GOLD 6544Y,RTX PRO 6000 Max-Q,CUDA 13.0 + cuDNN 9.1.0 + ONNX Runtime 1.19.2 + maxBatchSize (32) + RAMChunk (996) + inputResolution (336),inputResolution:336,mobilenetv2_w1_0
Image Classification,Offline,77.53,688.7606233,716.8536039,735.6729574,INTEL(R) XEON(R) GOLD 6544Y,RTX PRO 6000 Max-Q,CUDA 13.0 + cuDNN 9.1.0 + ONNX Runtime 1.19.2 + maxBatchSize (32) + RAMChunk (996) + inputResolution (320),inputResolution:320,resnet101_w1_0
Image Classification,Offline,75.32,982.8035219,1013.575201,1029.351509,INTEL(R) XEON(R) GOLD 6544Y,RTX PRO 6000 Max-Q,CUDA 13.0 + cuDNN 9.1.0 + ONNX Runtime 1.19.2 + maxBatchSize (32) + RAMChunk (996) + inputResolution (320),inputResolution:320,resnet50_w1_0
Image Classification,Offline,65.69,1613.655107,1785.070327,1871.335853,INTEL(R) XEON(R) GOLD 6544Y,RTX PRO 6000 Max-Q,CUDA 13.0 + cuDNN 9.1.0 + ONNX Runtime 1.19.2 + maxBatchSize (32) + RAMChunk (996) + inputResolution (320),inputResolution:320,mobilenetv2_w1_0
Image Classification,Offline,77.86,795.1268769,840.4448928,868.2199376,INTEL(R) XEON(R) GOLD 6544Y,RTX PRO 6000 Max-Q,CUDA 13.0 + cuDNN 9.1.0 + ONNX Runtime 1.19.2 + maxBatchSize (32) + RAMChunk (996) + inputResolution (304),inputResolution:304,resnet101_w1_0
Image Classification,Offline,75.49,1130.194303,1194.732803,1244.112828,INTEL(R) XEON(R) GOLD 6544Y,RTX PRO 6000 Max-Q,CUDA 13.0 + cuDNN 9.1.0 + ONNX Runtime 1.19.2 + maxBatchSize (32) + RAMChunk (996) + inputResolution (304),inputResolution:304,resnet50_w1_0
Image Classification,Offline,66.2,2001.455778,2198.981908,2331.248497,INTEL(R) XEON(R) GOLD 6544Y,RTX PRO 6000 Max-Q,CUDA 13.0 + cuDNN 9.1.0 + ONNX Runtime 1.19.2 + maxBatchSize (32) + RAMChunk (996) + inputResolution (304),inputResolution:304,mobilenetv2_w1_0
Image Classification,Offline,77.95,817.0706363,882.6223825,920.3034685,INTEL(R) XEON(R) GOLD 6544Y,RTX PRO 6000 Max-Q,CUDA 13.0 + cuDNN 9.1.0 + ONNX Runtime 1.19.2 + maxBatchSize (32) + RAMChunk (996) + inputResolution (288),inputResolution:288,resnet101_w1_0
Image Classification,Offline,75.47,1233.033751,1275.729205,1298.011482,INTEL(R) XEON(R) GOLD 6544Y,RTX PRO 6000 Max-Q,CUDA 13.0 + cuDNN 9.1.0 + ONNX Runtime 1.19.2 + maxBatchSize (32) + RAMChunk (996) + inputResolution (288),inputResolution:288,resnet50_w1_0
Image Classification,Offline,66.86,1998.226571,2270.363259,2408.856545,INTEL(R) XEON(R) GOLD 6544Y,RTX PRO 6000 Max-Q,CUDA 13.0 + cuDNN 9.1.0 + ONNX Runtime 1.19.2 + maxBatchSize (32) + RAMChunk (996) + inputResolution (288),inputResolution:288,mobilenetv2_w1_0
Image Classification,Offline,78.03,955.1759748,1004.367483,1029.871922,INTEL(R) XEON(R) GOLD 6544Y,RTX PRO 6000 Max-Q,CUDA 13.0 + cuDNN 9.1.0 + ONNX Runtime 1.19.2 + maxBatchSize (32) + RAMChunk (996) + inputResolution (272),inputResolution:272,resnet101_w1_0
Image Classification,Offline,75.8,1409.338719,1450.062836,1476.714277,INTEL(R) XEON(R) GOLD 6544Y,RTX PRO 6000 Max-Q,CUDA 13.0 + cuDNN 9.1.0 + ONNX Runtime 1.19.2 + maxBatchSize (32) + RAMChunk (996) + inputResolution (272),inputResolution:272,resnet50_w1_0
Image Classification,Offline,66.52,2456.026795,2794.635415,2989.525184,INTEL(R) XEON(R) GOLD 6544Y,RTX PRO 6000 Max-Q,CUDA 13.0 + cuDNN 9.1.0 + ONNX Runtime 1.19.2 + maxBatchSize (32) + RAMChunk (996) + inputResolution (272),inputResolution:272,mobilenetv2_w1_0
Image Classification,Offline,78.33,1118.583478,1166.562264,1191.066615,INTEL(R) XEON(R) GOLD 6544Y,RTX PRO 6000 Max-Q,CUDA 13.0 + cuDNN 9.1.0 + ONNX Runtime 1.19.2 + maxBatchSize (32) + RAMChunk (996) + inputResolution (256),inputResolution:256,resnet101_w1_0
Image Classification,Offline,75.82,1627.886513,1648.89799,1682.745938,INTEL(R) XEON(R) GOLD 6544Y,RTX PRO 6000 Max-Q,CUDA 13.0 + cuDNN 9.1.0 + ONNX Runtime 1.19.2 + maxBatchSize (32) + RAMChunk (996) + inputResolution (256),inputResolution:256,resnet50_w1_0
Image Classification,Offline,67.15,2545.162687,2934.255682,3142.833587,INTEL(R) XEON(R) GOLD 6544Y,RTX PRO 6000 Max-Q,CUDA 13.0 + cuDNN 9.1.0 + ONNX Runtime 1.19.2 + maxBatchSize (32) + RAMChunk (996) + inputResolution (256),inputResolution:256,mobilenetv2_w1_0
Image Classification,Offline,78.16,1223.055148,1261.855428,1292.058514,INTEL(R) XEON(R) GOLD 6544Y,RTX PRO 6000 Max-Q,CUDA 13.0 + cuDNN 9.1.0 + ONNX Runtime 1.19.2 + maxBatchSize (32) + RAMChunk (996) + inputResolution (240),inputResolution:240,resnet101_w1_0
Image Classification,Offline,75.81,1777.398682,1836.953571,1868.32983,INTEL(R) XEON(R) GOLD 6544Y,RTX PRO 6000 Max-Q,CUDA 13.0 + cuDNN 9.1.0 + ONNX Runtime 1.19.2 + maxBatchSize (32) + RAMChunk (996) + inputResolution (240),inputResolution:240,resnet50_w1_0
Image Classification,Offline,66.68,2660.476005,3138.578996,3413.409813,INTEL(R) XEON(R) GOLD 6544Y,RTX PRO 6000 Max-Q,CUDA 13.0 + cuDNN 9.1.0 + ONNX Runtime 1.19.2 + maxBatchSize (32) + RAMChunk (996) + inputResolution (240),inputResolution:240,mobilenetv2_w1_0
Image Classification,Offline,79.21,1317.351443,1352.117227,1391.21351,INTEL(R) XEON(R) GOLD 6544Y,RTX PRO 6000 Max-Q,CUDA 13.0 + cuDNN 9.1.0 + ONNX Runtime 1.19.2 + maxBatchSize (32) + RAMChunk (996) + inputResolution (224),inputResolution:224,resnet101_w1_0
Image Classification,Offline,76.88,2028.523297,2085.586081,2131.983793,INTEL(R) XEON(R) GOLD 6544Y,RTX PRO 6000 Max-Q,CUDA 13.0 + cuDNN 9.1.0 + ONNX Runtime 1.19.2 + maxBatchSize (32) + RAMChunk (996) + inputResolution (224),inputResolution:224,resnet50_w1_0
Image Classification,Offline,68.22,3039.891241,3623.488918,3955.807906,INTEL(R) XEON(R) GOLD 6544Y,RTX PRO 6000 Max-Q,CUDA 13.0 + cuDNN 9.1.0 + ONNX Runtime 1.19.2 + maxBatchSize (32) + RAMChunk (996) + inputResolution (224),inputResolution:224,mobilenetv2_w1_0
Image Classification,Offline,77.71,1544.179932,1600.681933,1631.106931,INTEL(R) XEON(R) GOLD 6544Y,RTX PRO 6000 Max-Q,CUDA 13.0 + cuDNN 9.1.0 + ONNX Runtime 1.19.2 + maxBatchSize (32) + RAMChunk (996) + inputResolution (208),inputResolution:208,resnet101_w1_0
Image Classification,Offline,75.54,2332.854529,2400.203017,2434.35255,INTEL(R) XEON(R) GOLD 6544Y,RTX PRO 6000 Max-Q,CUDA 13.0 + cuDNN 9.1.0 + ONNX Runtime 1.19.2 + maxBatchSize (32) + RAMChunk (996) + inputResolution (208),inputResolution:208,resnet50_w1_0
